grade,subject,approvalNumber,title,type,author,publisher,barcode
ד,מתמטיקה,2248,"כשרים והקשרים במתמטיקה, רצועות שברים ",ערכת אביזרים,"חינוך מתמטי בע""מ","חינוך מתמטי בע""מ",119116
ד,מתמטיקה,2248,"כשרים והקשרים, ספר 8",ספר לימוד,"חינוך מתמטי בע""מ","חינוך מתמטי בע""מ",119413
ד,מתמטיקה,2248,"כשרים והקשרים, ספר 9",ספר לימוד,"חינוך מתמטי בע""מ","חינוך מתמטי בע""מ",119414
ד,מתמטיקה,9215,להבין פלוס  מתמטיקה חיונית בבית הספר היסודי חלק 1 (לשימוש בשעות פרטניות בלבד),ספר לימוד,"ב. קוטשר, ר. דיטשר, ע. סעד",יבנה | בונוס,119383
ד,מתמטיקה,9215,להבין פלוס  מתמטיקה חיונית בבית הספר היסודי חלק 2 (לשימוש בשעות פרטניות בלבד),ספר לימוד,"ב. קוטשר, ר. דיטשר, ע. סעד",יבנה | בונוס,119364
ד,מתמטיקה,9215,להבין פלוס  מתמטיקה חיונית בבית הספר היסודי חלק 3 (לשימוש בשעות פרטניות בלבד),ספר לימוד,"ב. קוטשר, ר. דיטשר, ע. סעד",יבנה | בונוס,119363
ד,מתמטיקה,296,מאחורי המספרים 1,ספר לימוד,"חינוך מתמטי בע""מ","חינוך מתמטי בע""מ",131116
ד,מתמטיקה,296,מאחורי המספרים 11,ספר לימוד,"חינוך מתמטי בע""מ","חינוך מתמטי בע""מ",131117
ד,מתמטיקה,296,מאחורי המספרים 12,ספר לימוד,"חינוך מתמטי בע""מ","חינוך מתמטי בע""מ",131118
ד,מתמטיקה,296,"מאחורי המספרים, גאומטריה לכיתה ד",ספר לימוד,"חינוך מתמטי בע""מ","חינוך מתמטי בע""מ",131119
ד,מתמטיקה,296,"מאחורי המספרים, ערכת אביזרים",ערכת אביזרים,"חינוך מתמטי בע""מ","חינוך מתמטי בע""מ",13112
ד,מתמטיקה,2848,פשוט אתגר ד',ספר לימוד,מ. שפט,כנרת  זמורה,42178
ד,מתמטיקה,2273,"פשוט חשבון ד', אביזרים ",ערכת אביזרים,"ר. שטיינברג, א. רוזנטל, ר. גפני",כנרת  זמורה,421555
ד,מתמטיקה,2273,"פשוט חשבון ד', חלק 1",ספר לימוד,"ר. שטיינברג, א. רוזנטל, ר. גפני",כנרת  זמורה,421985
ד,מתמטיקה,2273,"פשוט חשבון ד', חלק 2",ספר לימוד,"ר. שטיינברג, א. רוזנטל, ר. גפני",כנרת  זמורה,421986
ד,מתמטיקה,2273,"פשוט חשבון ד', חלק 3",ספר לימוד,"ר. שטיינברג, א. רוזנטל, ר. גפני",כנרת  זמורה,421987
ד,מתמטיקה,216,רצועות לזוויות ומצולעים ,ערכת אביזרים,"חינוך מתמטי בע""מ","חינוך מתמטי בע""מ",119447
ד,מתמטיקה,2749,"שבילים פלוס ד', גאומטריה",ספר לימוד,צוות מטח,מטח,7826324
ד,מתמטיקה,2749,"שבילים פלוס ד', חלק 1",ספר לימוד,צוות מטח,מטח,7826321
ד,מתמטיקה,2749,"שבילים פלוס ד', חלק 11",ספר לימוד,צוות מטח,מטח,7826322
ד,מתמטיקה,2749,"שבילים פלוס ד', חלק 12",ספר לימוד,צוות מטח,מטח,7826323
ד,מתמטיקה,2277,"שבילים פלוס ד', ערכת אביזרים  מקלות שברים",ערכת אביזרים,צוות מטח,מטח,78271314
ד,מתמטיקה,2749,"שבילים פלוס ד', ערכת אביזרים  פרקי גאומטריה",ערכת אביזרים,צוות מטח,מטח,7826325
ד,מחשבת ישראל,2768,"מאירים את היום  ספר המצוות  הרמב""ם",ספר לימוד,צוות כתיבה,"רשת אהלי יוסף יצחק חב""ד ",144216
ד,"תושב""ע",2762,המושגים החסידיים שלי,מושגים,צוות כתיבה,"רשת אהלי יוסף יצחק חב""ד ",1442885
ד,"תושב""ע",2558,"גמרות משמחות,  פרק אין עומדין",ספר לימוד,ח. מלכה,מכון אורות ישראל,11638
ד,"תושב""ע",295,הלכות בהירות כיתה ד,ספר לימוד,צוות כתיבה,סולמות,116114
ד,"תושב""ע",282,המשנה היומית ,ספר לימוד,י. שפיץ,מרכז שטיינזלץ,28511
ד,"תושב""ע",3177,"התלמוד החזותי  ""אין עומדין""",ספר לימוד,ש. סבתו,התלמוד החזותי,11732
ד,"תושב""ע",2555,"משניות בהירות  סוכה, תענית כיתה ד",ספר לימוד,צוות כותבים,סולמות,116112746
ד,"תנ""ך",2711,ישקו העדרים שופטים,ספר לימוד,י. יוקל,ישקו העדרים,13811
ד,"תנ""ך",2799,לגדול עם הנביא  שופטים,ספר לימוד,ע. שושני,יבנה | בונוס,119894
ד,"תנ""ך",2557,לגדול עם התורה ויקרא,ספר לימוד,ע. שושני,יבנה | בונוס,119838
ד,"תנ""ך",2967,צהר לויקרא,ספר לימוד,ש. אלבוים,יבנה | בונוס,11915
ד,"תנ""ך",273,צהר לשופטים,ספר לימוד,ש. אלבוים,יבנה | בונוס,393142
ד,"תנ""ך",2521,"רש""י  קל לקרוא ולהבין  מקראה",ספר לימוד,א. קוזין,כישורים,352964
ד,תרבות יהודיתישראלית,992,"אכפת לנו  בין אדם לחברו במשנה (לבתי הספר של תל""י בלבד)",ספר לימוד,ד. טלר,"קרן תל""י",1131733321
ד,תרבות יהודיתישראלית,258,"בין אדם לחברו בפרשת השבוע, חלק א' (לבתי הספר של תל""י בלבד)",ספר לימוד,"צוות קרן תל""י","קרן תל""י",1131733314
ד,תרבות יהודיתישראלית,258,"בין אדם לחברו בפרשת השבוע, חלק ב' (לבתי הספר של תל""י בלבד)",ספר לימוד,"צוות קרן תל""י","קרן תל""י",1131234
ד,תרבות יהודיתישראלית,9177,"זמנים לששון ולזיכרון, כרך א' (לבתי הספר של תל""י בלבד)",ספר לימוד,ק. רוזנטלעידן,"קרן תל""י",11317156
ד,תרבות יהודיתישראלית,9177,"זמנים לששון ולזיכרון, כרך ב' (לבתי הספר של תל""י בלבד)",ספר לימוד,ק. רוזנטלעידן,"קרן תל""י",1131237
ד,תרבות יהודיתישראלית,2755,מפתחות לערבות הדדית,ספר לימוד,"צוות חל""ד","יבנה | בונוס וחל""ד מפעלים חינוכיים ",117294
ד,תרבות יהודיתישראלית,931,"סידור שירת הלב (לבתי הספר של תל""י בלבד)",ספר לימוד,"צוות קרן תל""י","קרן תל""י",1131733313
ד,תרבות יהודיתישראלית,2753,שלי ושלכם שערים לתרבות יהודית ישראלית,ספר לימוד,"צוות קרן תל""י","קרן תל""י",1131254
ד,"תנ""ך",2731,תורת חיים ויקרא,ספר לימוד,א. שושן,דני ספרים,441518
ד,אנגלית,2596,"Fun With Four, Foundation Level, Stage 1, Student's Book",ספר לימוד,C. M. Bein,Bein Books,87791
ד,אנגלית,2596,"Fun With Four, Foundation Level, Stage 1, Workbook",חוברת עבודה,C. M. Bein,Bein Books,87792
ד,אנגלית,293,"The English Club for Charedi Boys, Book 2: Levels 265",ספר לימוד,F. Levitt,The English Club,12618
ד,אנגלית,283,"The English Club, Foundation Level, Stage 1,Student's Book",ספר לימוד,F. Levitt,The English Club,12617
ד,אנגלית,8923,"Click Stories  Foundation Level, Stage 1",ספר לימוד,"V. Tsur, J. Alexander",אריק כהן,153794
ד,אנגלית,2875,"Jet 2, Learn And Practice",ספר לימוד,M. Melamud,אריק כהן,15396
ד,אנגלית,2875,"Jet 2, Reading And More",ספר לימוד,M. Melamud,אריק כהן,153961
ד,אנגלית,2926,Legendary Coursebook,ספר לימוד,"Y. Bejarano, A. Harel",English Adventure,751171
ד,אנגלית,2926,Legendary Stories & more...,ספר עם כתיבה,"Y. Bejarano, A. Harel",English Adventure,751172
ד,אנגלית,2699,"My First English Adventure Revised Curriculum  Activity Book Units 78, Foundation Level, Stage One",ספר לימוד,Y. Bejarano,English Adventure,751124
ד,אנגלית,2699,"My First English Adventure Revised Curriculum  Practice Pages Book 2, Foundation Level, Stage One",ספר לימוד,Y. Bejarano,English Adventure,751125
ד,אנגלית,971,"Stories For You 1  Foundation Level, Stage 1",ספר לימוד,"M. AharoniBouss, S. CohenShear",אריק כהן,153683
ד,אנגלית,2377,"The Adventures Of Henry And Lucy, Foundation Level, Stage 2 Student's Book",ספר לימוד,J. Yosefyan,English Adventure,75111
ד,ספרדית,2796,Clan 7 A1.1 Cuaderno De Actividades,חוברת עבודה,"Castro, Salas, Gálvez Y Ramírez",Edinumen,978849848537
ד,ספרדית,2795,Clan 7 A1.2,ספר לימוד,"Castro, Salas, Gálvez Y Ramírez",Edinumen,9788498485363
ד,ספרדית,2794,Clan 7 A1.2 Cuaderno De Actividades,חוברת עבודה,"Castro, Salas, Gálvez Y Ramírez",Edinumen,9788498485387
ד,עברית,2964,עולמות ד (ספר היברידי יש לרכוש מודפס ודיגיטלי ביחד),ספר לימוד היברידי,צוות מטח,מטח,782193
ד,עברית חינוך לשוני,9122,"בין השורות, חלק רביעי",ספר לימוד,ע.באך,בין השורות,11984
